"","Nachname","Vorname","Geburtsjahr","Frau","Partei","Stimmen","Listenplatz","Liste","Gewaehlt","Kanton","Alter","Sitze"
"nr621","Rossier","Sven",1993,0,"CVP",1201,4,"10",0,"VS",22,8
"nr631","Brantschen","Frédéric",1988,0,"CVP",626,1,"11",0,"VS",27,8
"nr641","Dischl","Sarah",1993,1,"CVP",1050,2,"11",0,"VS",22,8
"nr651","Fournier","Antoine",1988,0,"CVP",1215,3,"11",0,"VS",27,8
"nr661","Savioz","Danaëlle",1992,1,"CVP",1400,4,"11",0,"VS",23,8
"nr671","Kuster","Christine",1961,1,"SP",963,1,"12",0,"VS",54,8
"nr681","Matter","Brunhilde",1959,1,"SP",982,2,"12",0,"VS",56,8
"nr691","Jäger","Christian",1979,0,"SP",1616,3,"12",0,"VS",36,8
"nr701","Kalbermatter","Marc",1978,0,"SP",1202,4,"12",0,"VS",37,8
"nr713","Truffer","Gilbert",1967,0,"SP",1095,5,"12",0,"VS",48,8
"nr721","Wyer-Karlen","Barbara",1965,1,"SP",980,1,"13",0,"VS",50,8
"nr731","Eggel","Rolf",1963,0,"SP",750,2,"13",0,"VS",52,8
"nr741","Imhof","Bernhard",1963,0,"SP",1163,3,"13",0,"VS",52,8
"nr751","Minnig","Klaus",1949,0,"SP",809,4,"13",0,"VS",66,8
"nr761","Nellen","Christian",1967,0,"SP",904,5,"13",0,"VS",48,8
"nr771","Baker","Richard",1987,0,"FDP",317,1,"14",0,"VS",28,8
"nr781","Borter","Andreas",1994,0,"FDP",703,2,"14",0,"VS",21,8
"nr791","Egli","Jonas",1995,0,"FDP",365,3,"14",0,"VS",20,8
"nr801","Rohner","Sammy",1997,0,"FDP",354,4,"14",0,"VS",18,8
"nr813","Avanesiani","Artémis",1985,1,"FDP",970,1,"15",0,"VS",30,8
"nr821","Perrin","Vincent",1985,0,"FDP",907,2,"15",0,"VS",30,8
"nr831","Rey","Sébastien",1991,0,"FDP",1638,3,"15",0,"VS",24,8
"nr841","Siggen","Kilian",1996,0,"FDP",1039,4,"15",0,"VS",19,8
"nr851","Bonvin","Frédéric",1985,0,"FDP",604,1,"16",0,"VS",30,8
"nr861","Carruzzo","Mathieu",1989,0,"FDP",852,2,"16",0,"VS",26,8
"nr871","Grichting","Sophie",1989,1,"FDP",900,3,"16",0,"VS",26,8
"nr881","Jollien","Frédéric",1986,0,"FDP",695,4,"16",0,"VS",29,8
"nr891","Mayor","Noémie",1993,1,"FDP",914,5,"16",0,"VS",22,8
"nr901","Aubin","Kevin",1994,0,"FDP",762,1,"17",0,"VS",21,8
"nr913","Balma","Théophile",1990,0,"FDP",891,2,"17",0,"VS",25,8
"nr921","Farquet","Dorian",1990,0,"FDP",750,3,"17",0,"VS",25,8
"nr931","Oreiller","Sébastien",1996,0,"FDP",577,4,"17",0,"VS",19,8
"nr941","Birbaum","Thomas",1992,0,"FDP",851,1,"18",0,"VS",23,8
"nr951","Chanton","Laude-Camille",1986,1,"FDP",838,2,"18",0,"VS",29,8
"nr961","Chervaz","Cédric",1987,0,"FDP",752,3,"18",0,"VS",28,8
"nr971","Lugon","Laetitia",1990,1,"FDP",851,4,"18",0,"VS",25,8
"nr981","Puippe","David",1988,0,"FDP",614,5,"18",0,"VS",27,8
"nr991","Chollet","Francine",1950,1,"SP",317,1,"19",0,"VS",65,8
"nr1001","Ibrahim-Perruchoud","Rima",1962,1,"SP",418,2,"19",0,"VS",53,8
"nr1013","Hemdane","Mourad",1961,0,"SP",629,3,"19",0,"VS",54,8
"nr1021","Nouchi","Frédéric",1967,0,"SP",511,4,"19",0,"VS",48,8
"nr1031","Clivaz-Hagen","Rose-May",1942,1,"SP",851,1,"20",0,"VS",73,8
"nr1041","Steiner","Michèle",1943,1,"SP",346,2,"20",0,"VS",72,8
"nr1051","Wuilloud","Madeleine",1940,1,"SP",358,3,"20",0,"VS",75,8
"nr1061","Thiébaud","Pierre-André",1954,0,"SP",453,4,"20",0,"VS",61,8
"nr1071","Travelletti","Mario",1951,0,"SP",583,5,"20",0,"VS",64,8
"nr1081","Bammatter","Helmut",1971,0,"SVP",6745,1,"21",0,"VS",44,8
"nr1091","Bähler","Peter",1953,0,"SVP",6595,2,"21",0,"VS",62,8
"nr1101","Biffiger","Paul",1959,0,"SVP",7623,3,"21",0,"VS",56,8
"nr1113","Hildbrand","Patrick",1971,0,"SVP",14259,4,"21",0,"VS",44,8
"nr1121","Kreuzer","Michael",1988,0,"SVP",8741,5,"21",0,"VS",27,8
"nr1131","Ruppen","Franz",1971,0,"SVP",22715,6,"21",1,"VS",44,8
"nr1141","Varonier","Daniel",1976,0,"SVP",6542,7,"21",0,"VS",39,8
"nr1151","Zurbriggen","Fabian",1973,0,"SVP",5963,8,"21",0,"VS",42,8
"nr1161","Zimmermann","Nicole",1988,1,"SVP",568,1,"22",0,"VS",27,8
"nr1171","Furrer","Dominic",1992,0,"SVP",473,2,"22",0,"VS",23,8
"nr1181","Fux","Sandro",1988,0,"SVP",522,3,"22",0,"VS",27,8
"nr1191","Gasser","Simon",1992,0,"SVP",343,4,"22",0,"VS",23,8
"nr1201","Grand","Mario",1987,0,"SVP",458,5,"22",0,"VS",28,8
"nr1213","Kolb","Benjamin",1993,0,"SVP",395,6,"22",0,"VS",22,8
"nr1221","Schmid","Diego",1991,0,"SVP",819,7,"22",0,"VS",24,8
"nr1231","Addor","Jean-Luc",1964,0,"SVP",15221,1,"23",1,"VS",51,8
"nr1241","Fauchère","Cyrille",1981,0,"SVP",12761,2,"23",0,"VS",34,8
"nr1251","Follonier","Kevin",1985,0,"SVP",8139,3,"23",0,"VS",30,8
"nr1261","Garcia","Ilan",1990,0,"SVP",7974,4,"23",0,"VS",25,8
"nr1271","Logean","Grégory",1986,0,"SVP",12066,5,"23",0,"VS",29,8
"nr1281","Reichen","Nadine",1972,1,"SVP",9567,6,"23",0,"VS",43,8
"nr1291","Truffer","Roger",1967,0,"SVP",7788,7,"23",0,"VS",48,8
"nr1301","Amos","Jérôme",1994,0,"SVP",732,1,"24",0,"VS",21,8
"nr1313","Barben","Simon",1992,0,"SVP",430,2,"24",0,"VS",23,8
"nr1321","Bourban","Gwendoline",1997,1,"SVP",734,3,"24",0,"VS",18,8
"nr1331","Reist","Martin",1992,0,"SVP",454,4,"24",0,"VS",23,8
"nr1341","Solioz","Fabian",1992,0,"SVP",697,5,"24",0,"VS",23,8
"nr1351","Cipolla","Alexandre",1978,0,"SVP",5661,1,"25",0,"VS",37,8
"nr1361","Contat","Pierre",1969,0,"SVP",4620,2,"25",0,"VS",46,8
"nr1371","Desmeules","Jérôme",1981,0,"SVP",6415,3,"25",0,"VS",34,8
"nr1381","Gay-Fraret","Jean-Philippe",1990,0,"SVP",3613,4,"25",0,"VS",25,8
"nr1391","Lips","Aïda",1987,1,"SVP",4186,5,"25",0,"VS",28,8
"nr1401","Pellouchoud","Kevin",1991,0,"SVP",3824,6,"25",0,"VS",24,8
"nr1413","Darbellay","Adrien",1995,0,"SVP",905,1,"26",0,"VS",20,8
"nr1421","Fellay","Christophe",1984,0,"SVP",734,2,"26",0,"VS",31,8
"nr1431","Germanier","Jeanne",1997,1,"SVP",777,3,"26",0,"VS",18,8
"nr1441","Matter","Théophane",1993,0,"SVP",764,4,"26",0,"VS",22,8
"nr1451","Panariello","Sébastien",1989,0,"SVP",635,5,"26",0,"VS",26,8
"nr1461","Udressy","Jean-Baptiste",1993,0,"SVP",1295,6,"26",0,"VS",22,8
"nr1471","In-Albon","Petra",1994,1,"CVP",932,1,"27",0,"VS",21,8
"nr1481","Anthamatten","Christian",1994,0,"CVP",827,2,"27",0,"VS",21,8
"nr1491","Lorenz","Ralph",1979,0,"CVP",714,3,"27",0,"VS",36,8
"nr1501","Schnidrig","Jonas",1993,0,"CVP",549,4,"27",0,"VS",22,8
"nr1513","Coutaz","Raphy",1950,0,"CVP",2626,1,"28",0,"VS",65,8
"nr1521","Gianadda","Françoise",1948,1,"CVP",3801,2,"28",0,"VS",67,8
"nr1531","Salamin","Jean-Pierre",1942,0,"CVP",1335,3,"28",0,"VS",73,8
"nr1541","Glassey","Gauthier",1995,0,"SP",449,1,"29",0,"VS",20,8
"nr1551","Aymon","Valentin",1993,0,"SP",845,2,"29",0,"VS",22,8
"nr1561","Constantin","Sarah",1991,1,"SP",1941,3,"29",0,"VS",24,8
"nr1571","Ribordy","Gaël",1984,0,"SP",475,4,"29",0,"VS",31,8
"nr1581","Solioz","Eric",1985,0,"SP",469,5,"29",0,"VS",30,8
"nr1591","Näpfli","Jennifer",1990,1,"SP",749,1,"30",0,"VS",25,8
"nr1601","Werlen","Sebastian",1992,0,"SP",480,2,"30",0,"VS",23,8
"nr1613","Jossen","Jonas",1995,0,"SP",596,3,"30",0,"VS",20,8
"nr1621","Jossen","Manuel",1993,0,"SP",465,4,"30",0,"VS",22,8
"nr1631","Walker","Matthias",1989,0,"CVP",699,1,"31",0,"VS",26,8
"nr1641","Melly","Nicolas",1986,0,"CVP",1696,2,"31",0,"VS",29,8
"nr1651","Näfen","Victor",1991,0,"CVP",810,3,"31",0,"VS",24,8
"nr1661","Crettenand","Narcisse",1955,0,"FDP",1968,1,"32",0,"VS",60,8
"nr1671","Salamin","Daisy",1991,1,"FDP",610,2,"32",0,"VS",24,8
"nr1681","Praz","Sandrine",1992,1,"FDP",749,3,"32",0,"VS",23,8
"nr1691","Besse","Julien",1971,0,"FDP",717,4,"32",0,"VS",44,8
"nr1701","Morand","Karine",1980,1,"FDP",565,5,"32",0,"VS",35,8
"nr1713","Germanier","Philippe",1971,0,"FDP",1101,6,"32",0,"VS",44,8
"nr1721","Lavanchy","Jacqueline",1965,1,"Ü",1623,1,"33",0,"VS",50,8
"nr326","Karlen","Dylan",1984,0,"SVP",5968,1,"1",0,"VD",31,18
"nr1100","Petit","Arthur",1987,0,"SVP",4741,2,"1",0,"VD",28,18
"nr2100","Verdan","Ariane",1992,1,"SVP",4165,3,"1",0,"VD",23,18
"nr327","Ziehli","Yohan",1993,0,"SVP",4316,4,"1",0,"VD",22,18
"nr415","Christe","Valentin",1990,0,"SVP",3851,5,"1",0,"VD",25,18
"nr515","Fardel","Nicolas",1993,0,"SVP",3792,6,"1",0,"VD",22,18
"nr614","Rubattel","Claudine",1995,1,"SVP",4035,7,"1",0,"VD",20,18
"nr714","Schobinger","Bastien",1985,0,"SVP",4063,8,"1",0,"VD",30,18
"nr814","Danai","Moïn",1996,0,"SVP",3425,9,"1",0,"VD",19,18
"nr914","Indermühle","Elouan",1997,0,"SVP",3487,10,"1",0,"VD",18,18
"nr1014","Müller","Boris",1989,0,"SVP",3694,11,"1",0,"VD",26,18
"nr1114","Rochat","Lucie",1986,1,"SVP",4128,12,"1",0,"VD",29,18
"nr1214","Masserey","Nicolas",1984,0,"SVP",3538,13,"1",0,"VD",31,18
"nr1314","Wagnières","Julie",1991,1,"SVP",3854,14,"1",0,"VD",24,18
"nr1414","Syfrig","Gabriel",1991,0,"SVP",3585,15,"1",0,"VD",24,18
"nr1514","Menzi","Pablo",1985,0,"SVP",3426,16,"1",0,"VD",30,18
"nr1614","Constantin","Nicolas",1995,0,"SVP",3529,17,"1",0,"VD",20,18
"nr1714","Hadzievski","Marco",1985,0,"SVP",3360,18,"1",0,"VD",30,18
"nr1810","Bachmann","François",1968,0,"EVP",4289,1,"2",0,"VD",47,18
"nr1910","Tanner","Steve",1972,0,"EVP",4364,2,"2",0,"VD",43,18
"nr2010","Rentsch","Dora",1962,1,"EVP",3257,3,"2",0,"VD",53,18
"nr2110","André","Jean-Daniel",1955,0,"EVP",3660,4,"2",0,"VD",60,18
"nr2210","Donaldson","Colin",1973,0,"EVP",3158,5,"2",0,"VD",42,18
"nr2310","Hyka","Silvia",1974,1,"EVP",1572,6,"2",0,"VD",41,18
"nr2410","Baumeler","David",1971,0,"EVP",1744,7,"2",0,"VD",44,18
"nr2510","Chollet","Marie-Claude",1957,1,"EVP",1632,8,"2",0,"VD",58,18
"nr2610","Chiffelle","Christian",1959,0,"EVP",1791,9,"2",0,"VD",56,18
"nr2710","Moret","Anne-Dominique",1983,1,"EVP",1594,10,"2",0,"VD",32,18
"nr2810","Moret","Philippe",1983,0,"EVP",1848,11,"2",0,"VD",32,18
"nr2910","Zimmermann","André-David",1957,0,"EVP",1825,12,"2",0,"VD",58,18
"nr3010","Duciel Collomb","Loriane",1979,1,"EVP",1913,13,"2",0,"VD",36,18
"nr3110","Berkovits","Jean-Luc",1990,0,"Ü",1743,1,"3",0,"VD",25,18
"nr328","Grégoir","Sonya",1995,1,"Ü",1746,2,"3",0,"VD",20,18
"nr333","Grégoir Alami","Yasmine",1966,1,"Ü",1476,3,"3",0,"VD",49,18
"nr343","Benarrous","David",1988,0,"Ü",1448,4,"3",0,"VD",27,18
"nr353","Vincent","Chris",1971,0,"Ü",1470,5,"3",0,"VD",44,18
"nr363","Ionescu","Philippe",1990,0,"Ü",1358,6,"3",0,"VD",25,18
"nr373","Gambelli","Kevin",1987,0,"Ü",1438,7,"3",0,"VD",28,18
"nr383","Kuratli","Alain-Michel",1983,0,"Ü",683,8,"3",0,"VD",32,18
"nr393","Cancela","Sébastien",1989,0,"Ü",848,9,"3",0,"VD",26,18
"nr403","Fornerod","Jonas",1986,0,"Ü",747,10,"3",0,"VD",29,18
"nr416","Comisetti","Laurent",1968,0,"Ü",799,11,"3",0,"VD",47,18
"nr423","Brennenstuhl","Philippe",1956,0,"Ü",2322,1,"4",0,"VD",59,18
"nr433","Rouiller","David",1972,0,"Ü",1890,2,"4",0,"VD",43,18
"nr443","Creutzberg-Bernheim","Stéphane",1964,0,"Ü",1657,3,"4",0,"VD",51,18
"nr453","Oguey","Jérémy",1989,0,"Ü",2235,4,"4",0,"VD",26,18
"nr463","Rouffaer","Bernard Antoine",1963,0,"Ü",909,1,"5",0,"VD",52,18
"nr473","Behar","Rosa",1965,1,"Ü",832,2,"5",0,"VD",50,18
"nr483","Meylan","François",1970,0,"Ü",1064,3,"5",0,"VD",45,18
"nr493","Nunes Teixeira","José",1965,0,"Ü",562,4,"5",0,"VD",50,18
"nr503","Messere","Anita",1974,1,"Ü",2188,1,"6",0,"VD",41,18
"nr516","Bischofberger","Joël",1989,0,"Ü",1082,2,"6",0,"VD",26,18
"nr523","Luiset","Alexandre",1990,0,"Ü",1163,3,"6",0,"VD",25,18
"nr533","Genier","David",1984,0,"Ü",1042,4,"6",0,"VD",31,18
"nr542","Beck","Emmanuel",1972,0,"Ü",1126,5,"6",0,"VD",43,18
"nr552","Berthoud","Eric",1962,0,"Ü",1096,6,"6",0,"VD",53,18
"nr562","Villard","Roland",1970,0,"Ü",1031,7,"6",0,"VD",45,18
"nr572","Ben Salah","Rafik",1948,0,"Ü",762,8,"6",0,"VD",67,18
"nr582","Annen","Pascal",1961,0,"Ü",560,9,"6",0,"VD",54,18
"nr592","Wassmer","Siglinde",1956,1,"Ü",500,10,"6",0,"VD",59,18
"nr602","Wassmer","Erich",1943,0,"Ü",477,11,"6",0,"VD",72,18
"nr615","Cantone","Camille",1995,1,"SP",2923,1,"7",0,"VD",20,18
"nr622","Clément","François-Maurice",1989,0,"SP",1985,2,"7",0,"VD",26,18
"nr632","Coppe","Axelle",1988,1,"SP",2207,3,"7",0,"VD",27,18
"nr642","Gutierrez","Pablo Gabriel",1989,0,"SP",1508,4,"7",0,"VD",26,18
"nr652","Dabboubi","Samia",1990,1,"SP",1580,5,"7",0,"VD",25,18
"nr662","Hamouti","Aurélien",1992,0,"SP",1358,6,"7",0,"VD",23,18
"nr672","Gabriel","Charlotte",1991,1,"SP",2170,7,"7",0,"VD",24,18
"nr682","Petitpierre","Rémi",1995,0,"SP",1832,8,"7",0,"VD",20,18
"nr692","Gilgen","Kayla",1994,1,"SP",1695,9,"7",0,"VD",21,18
"nr702","Pilloud","Romain",1996,0,"SP",1629,10,"7",0,"VD",19,18
"nr715","Javet","Raphaëlle",1991,1,"SP",1897,11,"7",0,"VD",24,18
"nr722","Rilliet","Julien",1989,0,"SP",1703,12,"7",0,"VD",26,18
"nr732","Ramsauer","Diana-Alice",1992,1,"SP",1997,13,"7",0,"VD",23,18
"nr742","Rivola","Filippo",1984,0,"SP",1518,14,"7",0,"VD",31,18
"nr752","Tosato","Elena",1993,1,"SP",2260,15,"7",0,"VD",22,18
"nr762","Rousset","Vianney",1994,0,"SP",1372,16,"7",0,"VD",21,18
"nr772","Waeger","Muriel",1994,1,"SP",1473,17,"7",0,"VD",21,18
"nr782","Waeber","Julien-Clément",1990,0,"SP",1405,18,"7",0,"VD",25,18
"nr792","Dolivo","Jean-Michel",1951,0,"PdA",11807,1,"8",0,"VD",64,18
"nr802","Misiego","Céline",1980,1,"PdA",5908,2,"8",0,"VD",35,18
"nr815","Aubert","Alix",1978,1,"PdA",5058,3,"8",0,"VD",37,18
"nr822","Borel","Bernard",1952,0,"PdA",6461,4,"8",0,"VD",63,18
"nr832","Buclin","Hadrien",1986,0,"PdA",4293,5,"8",0,"VD",29,18
"nr842","Conscience","Pierre",1989,0,"PdA",4076,6,"8",0,"VD",26,18
"nr852","Decker","Joanna",1995,1,"PdA",3923,7,"8",0,"VD",20,18
"nr862","Diaz Lourenço","Tania",1982,1,"PdA",4151,8,"8",0,"VD",33,18
"nr872","Divorne","Nicole",1970,1,"PdA",4339,9,"8",0,"VD",45,18
"nr882","Eggli","Andrea",1954,1,"PdA",4151,10,"8",0,"VD",61,18
"nr892","Grand","Christophe",1985,0,"PdA",4026,11,"8",0,"VD",30,18
"nr902","Haupt","Joanna",1994,1,"PdA",3991,12,"8",0,"VD",21,18
"nr915","Lucas","Isabelle",1978,1,"PdA",4169,13,"8",0,"VD",37,18
"nr922","Oppikofer","Pierre-Yves",1955,0,"PdA",3919,14,"8",0,"VD",60,18
"nr932","Papilloud","Anne",1963,1,"PdA",4561,15,"8",0,"VD",52,18
"nr942","Payot","David",1979,0,"PdA",4393,16,"8",0,"VD",36,18
"nr952","Sarrasin","Larry",1987,0,"PdA",3827,17,"8",0,"VD",28,18
"nr962","Vuilleumier","Marc",1951,0,"PdA",6185,18,"8",0,"VD",64,18
"nr972","Recordon","Luc",1955,0,"GPS",38199,1,"9",1,"VD",60,18
"nr982","Thorens Goumaz","Adèle",1971,1,"GPS",28469,2,"9",0,"VD",44,18
"nr992","Van Singer","Christian",1950,0,"GPS",20571,3,"9",0,"VD",65,18
"nr1002","Maystre","Tinetta",1961,1,"GPS",15624,4,"9",0,"VD",54,18
"nr1015","Brélaz","Daniel",1950,0,"GPS",29146,5,"9",1,"VD",65,18
"nr1022","Prochet","Léonore",1989,1,"GPS",14685,6,"9",0,"VD",26,18
"nr1032","Venizelos","Vassilis",1977,0,"GPS",13639,7,"9",0,"VD",38,18
"nr1042","Wüst","Thi Ngoc Tu",1977,1,"GPS",12507,8,"9",0,"VD",38,18
"nr1052","Mischler","Maurice",1966,0,"GPS",12455,9,"9",0,"VD",49,18
"nr1062","Evéquoz","Séverine",1980,1,"GPS",13806,10,"9",0,"VD",35,18
"nr1072","Wütrich","Andreas",1959,0,"GPS",14319,11,"9",0,"VD",56,18
"nr1082","Chinet Richards","Mathilde",1967,1,"GPS",12104,12,"9",0,"VD",48,18
"nr1092","Anglada","Christian",1965,0,"GPS",11530,13,"9",0,"VD",50,18
"nr1102","Ehrwein Nihan","Céline",1973,1,"GPS",12789,14,"9",0,"VD",42,18
"nr1115","Stürner","Felix",1966,0,"GPS",11495,15,"9",0,"VD",49,18
"nr1122","Jungclaus Delarze","Susanne",1959,1,"GPS",12579,16,"9",0,"VD",56,18
"nr1132","Marguet","Paul-Henri",1964,0,"GPS",11194,17,"9",0,"VD",51,18
"nr1142","Schmidt","Corinne",1971,1,"GPS",11531,18,"9",0,"VD",44,18
"nr1152","Rinsoz","Lore",1992,1,"GPS",4449,1,"10",0,"VD",23,18
"nr1162","Seghrouchni","Younes",1990,0,"GPS",3125,2,"10",0,"VD",25,18
"nr1172","Genoud","Alice",1991,1,"GPS",3827,3,"10",0,"VD",24,18
"nr1182","Jaquet","Pierre-Alain",1992,0,"GPS",2731,4,"10",0,"VD",23,18
"nr1192","Joly","Rebecca",1990,1,"GPS",3076,5,"10",0,"VD",25,18
"nr1202","Raedler","David",1987,0,"GPS",3377,6,"10",0,"VD",28,18
"nr1215","Jueni","Pamela",1987,1,"GPS",2593,7,"10",0,"VD",28,18
"nr1222","Maury","Yannick",1988,0,"GPS",3084,8,"10",0,"VD",27,18
"nr1232","Zangger","Anna",1987,1,"GPS",2519,9,"10",0,"VD",28,18
"nr1242","Panchard","Ilias",1991,0,"GPS",2361,10,"10",0,"VD",24,18
"nr1252","Botteron","Anne-Laure",1990,1,"GPS",2926,11,"10",0,"VD",25,18
"nr1262","Anken","Daniel",1988,0,"GPS",2309,12,"10",0,"VD",27,18
"nr1272","Russbach","Magali",1989,1,"GPS",2234,13,"10",0,"VD",26,18
"nr1282","Bileci","Lionel",1988,0,"GPS",2315,14,"10",0,"VD",27,18
"nr1292","Soto","Sara",1987,1,"GPS",2807,15,"10",0,"VD",28,18
"nr1302","Michaud","Florent",1986,0,"GPS",2790,16,"10",0,"VD",29,18
"nr1315","Gutknecht","Chloé",1992,1,"GPS",2501,17,"10",0,"VD",23,18
"nr1322","Barrense-Dias","Yara",1989,1,"GPS",3130,18,"10",0,"VD",26,18
"nr1332","Dupont","Michel",1943,0,"SD",591,1,"11",0,"VD",72,18
"nr1342","Henry","Raphaël",1972,0,"SD",452,2,"11",0,"VD",43,18
"nr1352","Delalande","Rémy",1967,0,"SD",455,3,"11",0,"VD",48,18
"nr1362","Henry","Sabrina",1981,1,"SD",427,4,"11",0,"VD",34,18
"nr1372","Rodriguez","Chantal",1949,1,"SD",356,5,"11",0,"VD",66,18
"nr1382","Dupont","Bruno",1966,0,"SD",543,6,"11",0,"VD",49,18
"nr1392","Rawyler","Alexandre",1947,0,"SD",276,7,"11",0,"VD",68,18
"nr1402","Vernay","Marguerite",1958,1,"SD",366,8,"11",0,"VD",57,18
"nr1415","Vernay","Pierre-Maurice",1949,0,"SD",317,9,"11",0,"VD",66,18
"nr1422","Jovanovitch Berseth","Théodore",1958,0,"SD",279,10,"11",0,"VD",57,18
"nr1432","Engel","Oriane",1993,1,"FDP",3730,1,"12",0,"VD",22,18
"nr1442","Maillard","Mathieu",1987,0,"FDP",1796,2,"12",0,"VD",28,18
"nr1452","Hautier","Loïc",1994,0,"FDP",1682,3,"12",0,"VD",21,18
"nr1462","Müller","Baptiste",1991,0,"FDP",1810,4,"12",0,"VD",24,18
"nr1472","Berthet","Jérémy",1985,0,"FDP",1504,5,"12",0,"VD",30,18
"nr1482","Braune","Victor",1993,0,"FDP",1325,6,"12",0,"VD",22,18
"nr1492","Delacrétaz","Matthieu",1986,0,"FDP",1539,7,"12",0,"VD",29,18
"nr1502","Kuntzmann","Jonathan",1986,0,"FDP",1097,8,"12",0,"VD",29,18
"nr1515","Aebi","Michel",1988,0,"FDP",1721,9,"12",0,"VD",27,18
"nr1522","Allaz","Dimitri",1996,0,"FDP",1265,10,"12",0,"VD",19,18
"nr1532","Bliesener","Ludovic",1996,0,"FDP",1186,11,"12",0,"VD",19,18
"nr1542","Bongard","Benoit",1988,0,"FDP",1245,12,"12",0,"VD",27,18
"nr1552","Borlat","Pauline",1993,1,"FDP",1710,13,"12",0,"VD",22,18
"nr1562","Brandani","Florent",1996,0,"FDP",1204,14,"12",0,"VD",19,18
"nr1572","Gemesio","Denise",1992,1,"FDP",1282,15,"12",0,"VD",23,18
"nr1582","Racine","Quentin",1991,0,"FDP",2030,16,"12",0,"VD",24,18
"nr1592","Reverchon","Tatiana",1989,1,"FDP",1648,17,"12",0,"VD",26,18
"nr1602","Voinçon","Lionel",1994,0,"FDP",1687,18,"12",0,"VD",21,18
"nr1615","Béglé","Claude",1949,0,"CVP",12367,1,"13",1,"VD",66,18
"nr1622","Bottlang-Pittet","Jaqueline",1955,1,"CVP",6266,2,"13",0,"VD",60,18
"nr1632","Cretegny","Gérald",1955,0,"CVP",6530,3,"13",0,"VD",60,18
"nr1642","Marion","Axel",1978,0,"CVP",5679,4,"13",0,"VD",37,18
"nr1652","Donzé","Manuel",1971,0,"CVP",5820,5,"13",0,"VD",44,18
"nr1662","Giunta","Giovanni",1963,0,"CVP",4268,6,"13",0,"VD",52,18
"nr1672","Vacheyrout","Isabelle",1967,1,"CVP",4611,7,"13",0,"VD",48,18
"nr1682","Henzelin","Bertrand",1956,0,"CVP",4090,8,"13",0,"VD",59,18
"nr1692","Lachat","Alexandre",1964,0,"CVP",4598,9,"13",0,"VD",51,18
"nr1702","Lisboa","Manuel Herculano",1955,0,"CVP",3865,10,"13",0,"VD",60,18
"nr1715","Gaillard Houriet","Myriam",1964,1,"CVP",4350,11,"13",0,"VD",51,18
"nr1722","Schaefer","Michel",1961,0,"CVP",4052,12,"13",0,"VD",54,18
"nr1731","Barjolle Musard","Dominique",1963,1,"CVP",4909,13,"13",0,"VD",52,18
"nr1741","Ghosn","Helena Mia",1968,1,"CVP",3876,14,"13",0,"VD",47,18
"nr1751","Müller","Valentin",1984,0,"CVP",4429,15,"13",0,"VD",31,18
"nr1761","Alvarez","Maria-Alejandra",1963,1,"CVP",4401,16,"13",0,"VD",52,18
"nr1771","Cornut","Sandrine",1973,1,"CVP",4201,17,"13",0,"VD",42,18
"nr1781","Villa","Sylvie",1963,1,"CVP",5347,18,"13",0,"VD",52,18
"nr1791","Parmelin","Guy",1959,0,"SVP",49605,1,"14",1,"VD",56,18
"nr1801","Grin","Jean-Pierre",1947,0,"SVP",44556,2,"14",1,"VD",68,18
"nr1811","Despot","Fabienne",1965,1,"SVP",34024,3,"14",0,"VD",50,18
"nr1821","Buffat","Michaël",1979,0,"SVP",36142,4,"14",1,"VD",36,18
"nr1831","Voiblet","Claude-Alain",1963,0,"SVP",35671,5,"14",0,"VD",52,18
"nr1841","Nicolet","Jacques",1965,0,"SVP",37283,6,"14",1,"VD",50,18
"nr1851","Dubois","Thierry",1961,0,"SVP",32624,7,"14",0,"VD",54,18
"nr1861","Buchet Buillard","Catherine",1963,1,"SVP",29727,8,"14",0,"VD",52,18
"nr187","Weissert","Cédric",1984,0,"SVP",29981,9,"14",0,"VD",31,18
"nr188","Thuillard","Jean-François",1965,0,"SVP",34052,10,"14",0,"VD",50,18
"nr189","Sordet","Jean-Marc",1958,0,"SVP",33701,11,"14",0,"VD",57,18
"nr190","Rapaz","Pierre-Yves",1967,0,"SVP",34172,12,"14",0,"VD",48,18
"nr1911","Deillon","Fabien",1965,0,"SVP",30636,13,"14",0,"VD",50,18
"nr1921","Gafner","Pascal",1983,0,"SVP",30133,14,"14",0,"VD",32,18
"nr1931","Pernoud","Pierre-André",1956,0,"SVP",33853,15,"14",0,"VD",59,18
"nr194","Riesen","Werner",1947,0,"SVP",30016,16,"14",0,"VD",68,18
"nr195","Glauser","Alice",1954,1,"SVP",35673,17,"14",0,"VD",61,18
"nr196","Mayor","Philippe",1974,0,"SVP",29760,18,"14",0,"VD",41,18
"nr197","Fiechter","Enrico",1959,0,"EDU",2834,1,"15",0,"VD",56,18
"nr198","Kappeler","Philippe",1975,0,"EDU",2889,2,"15",0,"VD",40,18
"nr199","Muller","Walter",1948,0,"EDU",2241,3,"15",0,"VD",67,18
"nr200","Blunier-Cerruela","Patricia",1960,1,"EDU",2159,4,"15",0,"VD",55,18
"nr2011","Morel","Raymond",1959,0,"EDU",2362,5,"15",0,"VD",56,18
"nr2021","Herren","Serge",1963,0,"EDU",2118,6,"15",0,"VD",52,18
"nr2031","Tschanz","Denis",1954,0,"EDU",2261,7,"15",0,"VD",61,18
"nr204","Avondet","Myriam",1985,1,"EDU",1175,8,"15",0,"VD",30,18
