"","Nachname","Vorname","Geburtsjahr","Frau","Partei","Stimmen","Listenplatz","Liste","Gewaehlt","Kanton","Alter","Sitze"
"nr26111","Anderegg","Christoph",1974,0,"EVP",11026,17,"8",0,"ZH",41,35
"nr2629","Wachter","Katharina Eva",1967,1,"EVP",11699,18,"8",0,"ZH",48,35
"nr2633","Anderegg","Peter",1957,0,"EVP",10526,19,"8",0,"ZH",58,35
"nr2643","Leuch","Kurt",1959,0,"EVP",10779,20,"8",0,"ZH",56,35
"nr2653","Giuliani","Nadja",1982,1,"EVP",10534,21,"8",0,"ZH",33,35
"nr2663","Nägelin","Reto",1974,0,"EVP",10900,22,"8",0,"ZH",41,35
"nr2673","Bosshard","Gerhard (Gery)",1954,0,"EVP",10553,23,"8",0,"ZH",61,35
"nr2683","Meier","Walter",1960,0,"EVP",10663,24,"8",0,"ZH",55,35
"nr2693","Schoch","Walter",1956,0,"EVP",10435,25,"8",0,"ZH",59,35
"nr2703","Kuster","Elsbeth",1960,1,"EVP",12126,26,"8",0,"ZH",55,35
"nr27111","Mächler","Martin",1959,0,"EVP",10397,27,"8",0,"ZH",56,35
"nr2729","Wisskirchen","Mark Anthony",1963,0,"EVP",10008,28,"8",0,"ZH",52,35
"nr2733","Fisch","Mirjam",1959,1,"EVP",10354,29,"8",0,"ZH",56,35
"nr2743","Danner","Ernst",1953,0,"EVP",9976,30,"8",0,"ZH",62,35
"nr2753","Huizinga-Kauer","Barbara",1980,1,"EVP",10350,31,"8",0,"ZH",35,35
"nr2763","Schmid","Dominik",1974,0,"EVP",9367,32,"8",0,"ZH",41,35
"nr2773","Birchler","Verena",1955,1,"EVP",9554,33,"8",0,"ZH",60,35
"nr2783","Reinhard","Peter",1954,0,"EVP",9424,34,"8",0,"ZH",61,35
"nr2793","Müller-Jaag","Elisabeth (Lisette)",1951,1,"EVP",9703,35,"8",0,"ZH",64,35
"nr2803","Büeler","Benno",1961,0,"Ü",7210,1,"9",0,"ZH",54,35
"nr28111","Klose","Kurt",1949,0,"Ü",4253,2,"9",0,"ZH",66,35
"nr2829","Jung","Jean-Marc",1965,0,"Ü",3841,3,"9",0,"ZH",50,35
"nr2833","Wirz","Felix Daniel",1983,0,"Ü",3606,4,"9",0,"ZH",32,35
"nr2843","Steiner","Andreas K.",1937,0,"Ü",3469,5,"9",0,"ZH",78,35
"nr2853","Zbinden","Horst Roland (Roli)",1952,0,"Ü",3326,6,"9",0,"ZH",63,35
"nr2863","von Allmen","Joel",1993,0,"Ü",3638,7,"9",0,"ZH",22,35
"nr2873","Thalmann","Sheila",1979,1,"SD",2731,1,"10",0,"ZH",36,35
"nr2882","Wahl","Roland",1963,0,"SD",1775,2,"10",0,"ZH",52,35
"nr2892","Wobmann","Walter",1960,0,"SD",1977,3,"10",0,"ZH",55,35
"nr2902","Gassmann","Esther",1972,1,"SD",1440,4,"10",0,"ZH",43,35
"nr29111","Steiner","Rolf",1954,0,"SD",1299,5,"10",0,"ZH",61,35
"nr2927","Wenger","Robert",1945,0,"SD",1234,6,"10",0,"ZH",70,35
"nr2932","Zehnder","Christoph",1964,0,"SD",1290,7,"10",0,"ZH",51,35
"nr2942","Wietlisbach","Paul",1944,0,"SD",1187,8,"10",0,"ZH",71,35
"nr2952","Albrecht","Daniel",1976,0,"SD",1295,9,"10",0,"ZH",39,35
"nr2962","Tröndle","Peter",1972,0,"SD",1220,10,"10",0,"ZH",43,35
"nr2972","Lanker","Andreas",1974,0,"SD",1293,11,"10",0,"ZH",41,35
"nr2982","Suremann","Claude",1956,0,"SD",1218,12,"10",0,"ZH",59,35
"nr2992","Spengler","Walter",1942,0,"SD",1148,13,"10",0,"ZH",73,35
"nr3002","Meuli","Roger",1972,0,"SD",1463,14,"10",0,"ZH",43,35
"nr30111","Tissot","Charles",1951,0,"SD",1220,15,"10",0,"ZH",64,35
"nr3027","Stahel","Andreas",1978,0,"SD",1262,16,"10",0,"ZH",37,35
"nr3032","Walder","Evelynn",1978,1,"SD",668,17,"10",0,"ZH",37,35
"nr3042","Spiess","Christoph",1959,0,"SD",1704,18,"10",0,"ZH",56,35
"nr3052","Amberg","Silvan",1982,0,"Ü",1261,1,"11",0,"ZH",33,35
"nr3062","Schulthess","Helena",1961,1,"Ü",799,2,"11",0,"ZH",54,35
"nr3072","Scherrer","Simon",1994,0,"Ü",578,3,"11",0,"ZH",21,35
"nr3082","Rentsch","Hans",1943,0,"Ü",599,4,"11",0,"ZH",72,35
"nr3092","Stampfli","Christoph",1991,0,"Ü",487,5,"11",0,"ZH",24,35
"nr3108","Loew","Dominik",1973,0,"Ü",569,6,"11",0,"ZH",42,35
"nr31111","Hartmann","Martin",1982,0,"Ü",626,7,"11",0,"ZH",33,35
"nr3127","Aregger","Urs",1967,0,"Ü",599,8,"11",0,"ZH",48,35
"nr3133","Aeschlimann","Matthias",1972,0,"Ü",556,9,"11",0,"ZH",43,35
"nr3143","Grossenbacher","Lukas",1988,0,"Ü",483,10,"11",0,"ZH",27,35
"nr3152","Brunner","Serge",1993,0,"Ü",477,11,"11",0,"ZH",22,35
"nr3162","Bruderer","Claudio Marco",1990,0,"Ü",534,12,"11",0,"ZH",25,35
"nr3172","Patera","Livio",1975,0,"Ü",491,13,"11",0,"ZH",40,35
"nr3182","Jenk","Andreas",1983,0,"Ü",562,14,"11",0,"ZH",32,35
"nr3192","Zihlmann","Claudio",1989,0,"FDP",2798,1,"12",0,"ZH",26,35
"nr3202","Silberschmidt","Andri",1994,0,"FDP",2646,2,"12",0,"ZH",21,35
"nr32111","Mehr","Susanne",1985,1,"FDP",2085,3,"12",0,"ZH",30,35
"nr3226","Zulliger","Christian",1987,0,"FDP",1262,4,"12",0,"ZH",28,35
"nr3232","Söllner","Ollin Fabienne",1994,1,"FDP",1364,5,"12",0,"ZH",21,35
"nr3242","Vögeli","Michèle",1989,1,"FDP",1319,6,"12",0,"ZH",26,35
"nr3252","Duroe","Noémi",1995,1,"FDP",1351,7,"12",0,"ZH",20,35
"nr3262","Matticoli","Fabio",1986,0,"FDP",1046,8,"12",0,"ZH",29,35
"nr3272","Karalic","Sasa",1986,0,"FDP",878,9,"12",0,"ZH",29,35
"nr3282","Nick","Ursina",1986,1,"FDP",1022,10,"12",0,"ZH",29,35
"nr3292","Fehr","Jan",1990,0,"FDP",1317,11,"12",0,"ZH",25,35
"nr3302","Studerus","David Markus",1986,0,"FDP",1407,12,"12",0,"ZH",29,35
"nr33111","Schwald","Alain",1991,0,"FDP",1291,13,"12",0,"ZH",24,35
"nr3322","Fabris","Vanessa (Carole)",1991,1,"FDP",1111,14,"12",0,"ZH",24,35
"nr3332","Pfeffer","Pascal Claude",1977,0,"FDP",1067,15,"12",0,"ZH",38,35
"nr3342","Maier","Florian Markus",1988,0,"FDP",988,16,"12",0,"ZH",27,35
"nr3352","Jegen","Claudio",1991,0,"FDP",1025,17,"12",0,"ZH",24,35
"nr3362","Eugster","Patrick Sven",1990,0,"FDP",1057,18,"12",0,"ZH",25,35
"nr3372","Mancuso Cabello","Cristina",1987,1,"FDP",1476,19,"12",0,"ZH",28,35
"nr3382","Perroulaz","Raphael",1992,0,"FDP",1213,20,"12",0,"ZH",23,35
"nr3392","Gediz","Murat",1987,0,"FDP",960,21,"12",0,"ZH",28,35
"nr3402","Brunnschweiler","Thomas",1997,0,"FDP",867,22,"12",0,"ZH",18,35
"nr34110","Heller","Matthias",1992,0,"FDP",881,23,"12",0,"ZH",23,35
"nr3422","Maier","Tabea",1993,1,"FDP",984,24,"12",0,"ZH",22,35
"nr3432","Casutt","Philippe",1990,0,"FDP",1149,25,"12",0,"ZH",25,35
"nr3442","Frei","Simone Angela",1992,1,"FDP",1052,26,"12",0,"ZH",23,35
"nr3452","Vlk","Simon",1984,0,"FDP",1043,27,"12",0,"ZH",31,35
"nr3462","Hofmann","Samuel",1987,0,"FDP",1016,28,"12",0,"ZH",28,35
"nr3472","Rossi","Michael",1992,0,"FDP",900,29,"12",0,"ZH",23,35
"nr3482","Palicova","Laura",1988,1,"FDP",800,30,"12",0,"ZH",27,35
"nr3492","Frei","Jonathan",1988,0,"FDP",922,31,"12",0,"ZH",27,35
"nr3502","Oberhänsli","Christoph",1984,0,"FDP",1012,32,"12",0,"ZH",31,35
"nr3519","Lepri","Benjamin Samuel Nepomuk (Nepi)",1991,0,"FDP",977,33,"12",0,"ZH",24,35
"nr3522","Järmann","Marco",1988,0,"FDP",1033,34,"12",0,"ZH",27,35
"nr3532","Guggisberg","Silja Giulietta",1994,1,"FDP",928,35,"12",0,"ZH",21,35
"nr3542","Bannwart","Remo",1967,0,"Ü",534,1,"13",0,"ZH",48,35
"nr3552","Stutzer","Evelin",1975,1,"Ü",496,2,"13",0,"ZH",40,35
"nr3562","Lutz","Franziska",1964,1,"Ü",426,3,"13",0,"ZH",51,35
"nr3572","Hischier","Guido",1949,0,"Ü",406,4,"13",0,"ZH",66,35
"nr3582","Kirdök","Michael (Mike)",1961,0,"Ü",176,5,"13",0,"ZH",54,35
"nr3592","Amstad","Melanie (Melä)",1996,1,"Ü",213,6,"13",0,"ZH",19,35
"nr3602","Müller","Thomas Michael",1963,0,"Ü",191,7,"13",0,"ZH",52,35
"nr3619","Sauter","Walter (Walti)",1946,0,"Ü",178,8,"13",0,"ZH",69,35
"nr3622","Pawor","Cassandra",1982,1,"Ü",243,9,"13",0,"ZH",33,35
"nr3632","Eichholzer","Fritz",1932,0,"Ü",160,10,"13",0,"ZH",83,35
"nr3642","Nyffenegger","Tanja",1985,1,"Ü",182,11,"13",0,"ZH",30,35
"nr3652","Fink","Michael (Michi)",1975,0,"Ü",169,12,"13",0,"ZH",40,35
"nr3662","Cvijetic","Maja",1994,1,"Ü",230,13,"13",0,"ZH",21,35
"nr3672","Plisch","Robin",1994,0,"Ü",169,14,"13",0,"ZH",21,35
"nr3682","Bosshard","Kimballi",1993,1,"Ü",181,15,"13",0,"ZH",22,35
"nr3692","Widmer","Roger",1984,0,"Ü",180,16,"13",0,"ZH",31,35
"nr3702","Ejupi","Arbresha",1996,1,"Ü",248,17,"13",0,"ZH",19,35
"nr3718","Heuberger","Jürg",1968,0,"Ü",241,18,"13",0,"ZH",47,35
"nr3722","Fontana","Marco",1971,0,"Ü",193,19,"13",0,"ZH",44,35
"nr3732","Hübscher","Samuel",1987,0,"Ü",211,20,"13",0,"ZH",28,35
"nr3742","La Monica","Yannic",1994,0,"Ü",179,21,"13",0,"ZH",21,35
"nr3752","Porenta","Noe (Noc)",1951,0,"Ü",158,22,"13",0,"ZH",64,35
"nr3762","Bucher","Werner",1950,0,"Ü",165,23,"13",0,"ZH",65,35
"nr3772","Schaffer","Urs",1961,0,"Ü",165,24,"13",0,"ZH",54,35
"nr3782","Keller","Andreas",1957,0,"Ü",177,25,"13",0,"ZH",58,35
"nr3792","Imhof","Adrian",1972,0,"Ü",166,26,"13",0,"ZH",43,35
"nr3802","Brändle","Fabian Patrick",1970,0,"Ü",187,27,"13",0,"ZH",45,35
"nr3818","Frey","Carlo",1952,0,"Ü",165,28,"13",0,"ZH",63,35
"nr3822","Zgraggen","Walter",1960,0,"Ü",159,29,"13",0,"ZH",55,35
"nr3832","Schmid","Roland",1973,0,"Ü",181,30,"13",0,"ZH",42,35
"nr3842","Streich","Peter Paul",1949,0,"Ü",160,31,"13",0,"ZH",66,35
"nr3852","Theiler","Pascal",1989,0,"SVP",2673,1,"14",0,"ZH",26,35
"nr3862","Steiner","Kerstin",1988,1,"SVP",2097,2,"14",0,"ZH",27,35
"nr3872","Seeh","Rafael",1989,0,"SVP",1932,3,"14",0,"ZH",26,35
"nr3882","Kessler","Oliver",1986,0,"SVP",1518,4,"14",0,"ZH",29,35
"nr3892","Weber","Katia",1987,1,"SVP",2247,5,"14",0,"ZH",28,35
"nr3902","Brunner","Marco",1992,0,"SVP",1458,6,"14",0,"ZH",23,35
"nr3918","Merk","Corinne",1994,1,"SVP",1648,7,"14",0,"ZH",21,35
"nr3922","Stahel","Björn",1984,0,"SVP",1232,8,"14",0,"ZH",31,35
"nr3932","Huber","Sebastian",1995,0,"SVP",1232,9,"14",0,"ZH",20,35
"nr3942","Wachter","Marc",1996,0,"SVP",1764,10,"14",0,"ZH",19,35
"nr3952","Neukom","Stefan",1988,0,"SVP",1437,11,"14",0,"ZH",27,35
"nr3962","Gubler","Matthias",1993,0,"SVP",1355,12,"14",0,"ZH",22,35
"nr3972","Kesseli","Pascal",1987,0,"SVP",1220,13,"14",0,"ZH",28,35
"nr3982","Borer","Regula",1990,1,"SVP",1326,14,"14",0,"ZH",25,35
"nr3992","Kasper","Tina",1986,1,"SVP",1829,15,"14",0,"ZH",29,35
"nr4002","Fedi","Remo",1990,0,"SVP",1416,16,"14",0,"ZH",25,35
"nr4018","Grimm","Dominik",1984,0,"SVP",1244,17,"14",0,"ZH",31,35
"nr4022","Frei","Jean-Marc",1992,0,"SVP",1442,18,"14",0,"ZH",23,35
"nr4032","Gorlero","Nicolas",1992,0,"SVP",1502,19,"14",0,"ZH",23,35
"nr4042","Wittwer","Martin",1992,0,"SVP",1496,20,"14",0,"ZH",23,35
"nr4052","D'Onofrio","Davide",1992,0,"SVP",1470,21,"14",0,"ZH",23,35
"nr4062","Binder","Simon",1994,0,"SVP",1422,22,"14",0,"ZH",21,35
"nr4072","Manhart","Sabrina",1988,1,"SVP",1495,23,"14",0,"ZH",27,35
"nr4082","Fedi","Claudio",1992,0,"SVP",1143,24,"14",0,"ZH",23,35
"nr4092","Fischer Wolf","Miriam",1981,1,"SVP",1335,25,"14",0,"ZH",34,35
"nr4104","Burkhardt","Daniel",1988,0,"SVP",1251,26,"14",0,"ZH",27,35
"nr41111","Eberhard","Silvan",1984,0,"SVP",1346,27,"14",0,"ZH",31,35
"nr4123","Lanz","Sandra",1986,1,"SVP",1288,28,"14",0,"ZH",29,35
"nr4132","Tscharner","Christian",1984,0,"SVP",1276,29,"14",0,"ZH",31,35
"nr4142","Guyer","Jürg",1979,0,"SVP",1550,30,"14",0,"ZH",36,35
"nr4152","Maag","Yannick",1990,0,"SVP",1382,31,"14",0,"ZH",25,35
"nr4162","Schneider","Meret",1992,1,"GPS",4442,1,"15",0,"ZH",23,35
"nr4172","Bührig","Marcel",1994,0,"GPS",1843,2,"15",0,"ZH",21,35
"nr4182","Thierer","Meriel",1995,1,"GPS",1891,3,"15",0,"ZH",20,35
"nr4192","McAlavey","Thomas",1994,0,"GPS",2610,4,"15",0,"ZH",21,35
"nr4202","Schärer","Ursina",1990,1,"GPS",1900,5,"15",0,"ZH",25,35
"nr42110","Fischer","Christian",1992,0,"GPS",1206,6,"15",0,"ZH",23,35
"nr4222","Kläy","Paula",1997,1,"GPS",1471,7,"15",0,"ZH",18,35
"nr4232","Maggi","Luca",1990,0,"GPS",1827,8,"15",0,"ZH",25,35
"nr4242","Segessemann","Selina",1994,1,"GPS",1170,9,"15",0,"ZH",21,35
"nr4252","Rickli","Robert",1996,0,"GPS",2471,10,"15",0,"ZH",19,35
"nr4262","Bayer","Fiona",1995,1,"GPS",1829,11,"15",0,"ZH",20,35
"nr4272","Pfister","Stefan",1985,0,"GPS",1545,12,"15",0,"ZH",30,35
"nr4282","Bieri","Cordula",1986,1,"GPS",1618,13,"15",0,"ZH",29,35
"nr4292","Schauwecker","Christof",1986,0,"GPS",1621,14,"15",0,"ZH",29,35
"nr4302","Hirsiger","Eva",1986,1,"GPS",2196,15,"15",0,"ZH",29,35
"nr4319","Reimann","Mauro",1992,0,"GPS",1452,16,"15",0,"ZH",23,35
"nr4322","Piskoty","Réka",1994,1,"GPS",1105,17,"15",0,"ZH",21,35
"nr4332","Neff","Felix",1991,0,"GPS",1490,18,"15",0,"ZH",24,35
"nr4342","von Allmen","Pascale",1994,1,"GPS",1178,19,"15",0,"ZH",21,35
"nr4352","Kappeler","Niklaus (Niggi)",1989,0,"GPS",1263,20,"15",0,"ZH",26,35
"nr4362","Willi","Tabea",1991,1,"GPS",1150,21,"15",0,"ZH",24,35
"nr4372","Meier","Gabriel",1990,0,"GPS",1266,22,"15",0,"ZH",25,35
"nr4382","Wäspi","Flurina",1993,1,"GPS",1220,23,"15",0,"ZH",22,35
"nr4392","Gubler","Florian",1992,0,"GPS",1211,24,"15",0,"ZH",23,35
"nr4402","Nelischer","Robin",1997,1,"GPS",1162,25,"15",0,"ZH",18,35
"nr4418","Mutter","Dominik",1994,0,"GPS",1135,26,"15",0,"ZH",21,35
"nr4422","Steppacher","Nora",1990,1,"GPS",1228,27,"15",0,"ZH",25,35
"nr4432","Vogel","Florian",1990,0,"GPS",1026,28,"15",0,"ZH",25,35
"nr4442","Andree","Davina",1992,1,"GPS",1516,29,"15",0,"ZH",23,35
"nr4452","von Büren","Sandro",1993,0,"GPS",1021,30,"15",0,"ZH",22,35
"nr4462","Mouret","Fabienne",1993,1,"GPS",2065,31,"15",0,"ZH",22,35
"nr4472","Küng","Nicola",1995,0,"GPS",2318,32,"15",0,"ZH",20,35
"nr4482","Maggi","Mara",1992,1,"GPS",1141,33,"15",0,"ZH",23,35
"nr4492","Stählin","Patrick",1984,0,"Ü",7901,1,"16",0,"ZH",31,35
"nr4502","Wäckerlin","Marc",1971,0,"Ü",6099,2,"16",0,"ZH",44,35
"nr4518","Herzog","David",1981,0,"Ü",5741,3,"16",0,"ZH",34,35
"nr4522","Keel","Peter (Seegras)",1974,0,"Ü",5597,4,"16",0,"ZH",41,35
"nr4532","Uzdiyen","Ali",1962,0,"Ü",4365,5,"16",0,"ZH",53,35
"nr4542","Keller","Lukas",1975,0,"Ü",4458,6,"16",0,"ZH",40,35
"nr4552","Grasarevic","Perica",1984,0,"Ü",4378,7,"16",0,"ZH",31,35
"nr4562","Waldvogel","Marcel",1968,0,"Ü",4869,8,"16",0,"ZH",47,35
"nr4572","Salvisberg","Gabriela",1969,1,"Ü",5444,9,"16",0,"ZH",46,35
"nr4582","Pfister","Claudio",1990,0,"Ü",5197,10,"16",0,"ZH",25,35
"nr4592","Sigg","Renato",1988,0,"Ü",4900,11,"16",0,"ZH",27,35
"nr4602","Rubin","Marc",1991,0,"Ü",6083,12,"16",0,"ZH",24,35
"nr4618","Luthiger","Benno",1961,0,"Ü",2487,13,"16",0,"ZH",54,35
"nr4622","Stolz","Michael",1974,0,"Ü",2830,14,"16",0,"ZH",41,35
"nr4632","Muggiasca","Cinzia",1973,1,"Ü",2955,15,"16",0,"ZH",42,35
"nr4642","Albrecht","Philipp",1992,0,"Ü",2393,16,"16",0,"ZH",23,35
"nr4652","Harzenmoser","Daniel",1968,0,"Ü",2451,17,"16",0,"ZH",47,35
"nr4662","von Salis","Sara",1989,1,"Ü",2751,18,"16",0,"ZH",26,35
"nr4672","Stählin","Pascal",1987,0,"Ü",2154,19,"16",0,"ZH",28,35
"nr4682","Ferrer","Alberto",1972,0,"Ü",2077,20,"16",0,"ZH",43,35
"nr4692","Ruppen","Cassandra",1986,1,"Ü",2475,21,"16",0,"ZH",29,35
"nr4702","Herzog","Raffael",1976,0,"Ü",2628,22,"16",0,"ZH",39,35
"nr4718","Yang","Lucy",1995,1,"Ü",3396,23,"16",0,"ZH",20,35
"nr4722","Pöhm","Matthias",1960,0,"Ü",1577,1,"17",0,"ZH",55,35
"nr4732","Gautier","Joëlle",1985,1,"GLP",4384,1,"18",0,"ZH",30,35
"nr4742","Huber","Felix",1988,0,"GLP",2505,2,"18",0,"ZH",27,35
"nr4752","Sobernheim","Sven",1989,0,"GLP",2130,3,"18",0,"ZH",26,35
"nr4762","Geiser","Claudia-Dominique",1993,1,"GLP",2309,4,"18",0,"ZH",22,35
"nr4772","Mora","Carlos",1987,0,"GLP",2317,5,"18",0,"ZH",28,35
"nr4782","Müller","Samuel Pablo (Sam)",1986,0,"GLP",1899,6,"18",0,"ZH",29,35
"nr4792","De Vita-Läubli","Michael",1987,0,"GLP",2054,7,"18",0,"ZH",28,35
"nr4802","Sujata","Jean-Marc",1993,0,"GLP",1947,8,"18",0,"ZH",22,35
"nr4818","Zurmühle","Sarah",1993,1,"GLP",2165,9,"18",0,"ZH",22,35
"nr4822","Lüthi","Florian",1988,0,"GLP",2375,10,"18",0,"ZH",27,35
"nr4832","Schmid","Gregori",1995,0,"GLP",1579,11,"18",0,"ZH",20,35
"nr4842","Gubler","Thomas",1988,0,"GLP",1990,12,"18",0,"ZH",27,35
"nr4852","Bernardi","Nadja",1995,1,"GLP",1512,13,"18",0,"ZH",20,35
"nr4862","Etter","Kaspar",1988,0,"GLP",1769,14,"18",0,"ZH",27,35
"nr4872","Reich","Matthias Y.",1991,0,"GLP",1711,15,"18",0,"ZH",24,35
"nr4882","Brajkovic","Sarah",1995,1,"GLP",1517,16,"18",0,"ZH",20,35
"nr4892","Ruckstuhl","Andreas",1986,0,"GLP",2138,17,"18",0,"ZH",29,35
"nr4902","Kriesi","Andreas",1988,0,"GLP",1712,18,"18",0,"ZH",27,35
"nr4918","Dacorogna","Laetitia",1988,1,"GLP",1997,19,"18",0,"ZH",27,35
"nr4922","Walser","Dario",1987,0,"GLP",1660,20,"18",0,"ZH",28,35
"nr4932","Sütterlin","Christoph",1995,0,"GLP",1887,21,"18",0,"ZH",20,35
"nr4942","Lo Russo","Thomas",1987,0,"GLP",1460,22,"18",0,"ZH",28,35
"nr4952","Frei","Flavio",1991,0,"GLP",1919,23,"18",0,"ZH",24,35
"nr4962","Osmani","Luana",1996,1,"GLP",1568,24,"18",0,"ZH",19,35
"nr4972","Mösch","Simon",1994,0,"GLP",1483,25,"18",0,"ZH",21,35
"nr4982","Keller","Marlon",1987,0,"GLP",1580,26,"18",0,"ZH",28,35
"nr4992","Moser","Romina",1985,1,"GLP",3207,27,"18",0,"ZH",30,35
"nr5002","Zeller","Michael",1989,0,"GLP",1470,28,"18",0,"ZH",26,35
"nr5016","Bürli","Matthias",1994,0,"GLP",1660,29,"18",0,"ZH",21,35
"nr5022","Künzli","Marco",1989,0,"GLP",1703,30,"18",0,"ZH",26,35
"nr5032","Gredig","Corina",1987,1,"GLP",1945,31,"18",0,"ZH",28,35
"nr5042","Wittwer","Moritz",1993,0,"GLP",1377,32,"18",0,"ZH",22,35
"nr5052","Frölich","Simon (Seimon)",1992,0,"GLP",1724,33,"18",0,"ZH",23,35
"nr5062","Britt","Tobias",1986,0,"GLP",1522,34,"18",0,"ZH",29,35
"nr5072","Zimmermann","Hannes",1985,0,"GLP",1625,35,"18",0,"ZH",30,35
"nr5082","Bischoff","Markus",1956,0,"Ü",20876,1,"19",0,"ZH",59,35
"nr5092","Akyol","Ezgi",1986,1,"Ü",9864,2,"19",0,"ZH",29,35
"nr5103","Angst","Walter",1961,0,"Ü",9416,3,"19",0,"ZH",54,35
"nr51110","Gander","Kathrin Anna (Katharina)",1976,1,"Ü",8239,4,"19",0,"ZH",39,35
"nr5122","Berger","David",1979,0,"Ü",7463,5,"19",0,"ZH",36,35
"nr5132","Eisele Winiger","Maria",1956,1,"Ü",6949,6,"19",0,"ZH",59,35
"nr5142","Scherr","Niklaus",1944,0,"Ü",11182,7,"19",0,"ZH",71,35
"nr5152","Huonker","Laura",1981,1,"Ü",6951,8,"19",0,"ZH",34,35
"nr5162","Bolz","Stefan",1959,0,"Ü",6677,9,"19",0,"ZH",56,35
"nr5172","Schäfli","Corinne",1981,1,"Ü",7641,10,"19",0,"ZH",34,35
"nr5182","Werner","Pascal Simon",1994,0,"Ü",6027,11,"19",0,"ZH",21,35
"nr5192","Schiller","Christina",1989,1,"Ü",6800,12,"19",0,"ZH",26,35
"nr5202","Kirstein","Andreas",1963,0,"Ü",6271,13,"19",0,"ZH",52,35
"nr5218","Leitner Verhoeven","Andrea",1964,1,"Ü",6655,14,"19",0,"ZH",51,35
"nr5222","Garcia Nuñez","David",1975,0,"Ü",7078,15,"19",0,"ZH",40,35
"nr5232","Maiorano","Isabel",1975,1,"Ü",6638,16,"19",0,"ZH",40,35
"nr5242","Noser","Matthias",1981,0,"Ü",6398,17,"19",0,"ZH",34,35
"nr5252","El-Maawi","Rahel",1977,1,"Ü",7180,18,"19",0,"ZH",38,35
"nr5262","Winizki","David",1948,0,"Ü",7133,19,"19",0,"ZH",67,35
"nr5272","Funkhouser","Evelyn Christina",1980,1,"Ü",6607,20,"19",0,"ZH",35,35
"nr5282","Sahli","Manuel",1988,0,"Ü",6308,21,"19",0,"ZH",27,35
"nr5292","Hensch","Anne-Claude",1966,1,"Ü",6505,22,"19",0,"ZH",49,35
"nr5302","Wyss","Stefan",1980,0,"Ü",6421,23,"19",0,"ZH",35,35
"nr5317","Barbadimos","Ladina",1985,0,"Ü",6952,24,"19",0,"ZH",30,35
"nr5322","Labhart","Ernst",1949,0,"Ü",5849,25,"19",0,"ZH",66,35
"nr5332","Rinderknecht Bär","Beatrice",1950,1,"Ü",6630,26,"19",0,"ZH",65,35
"nr5342","Bütikofer","Kaspar",1965,0,"Ü",6612,27,"19",0,"ZH",50,35
"nr5352","Stofer","Judith Anna",1959,1,"Ü",6423,28,"19",0,"ZH",56,35
"nr5362","Riniker","Paul",1946,0,"Ü",7609,29,"19",0,"ZH",69,35
"nr5372","Mordasini","Dayana",1978,1,"Ü",6307,30,"19",0,"ZH",37,35
"nr5382","Jucker","Martin",1991,0,"Ü",5917,31,"19",0,"ZH",24,35
"nr5392","Maino Gaich","Rosa",1968,1,"Ü",5968,32,"19",0,"ZH",47,35
"nr5402","Rutherfoord","Catherine",1961,1,"Ü",5902,33,"19",0,"ZH",54,35
"nr5415","Jamal-Aldin","Samir",1955,0,"Ü",6707,34,"19",0,"ZH",60,35
"nr5422","Wolff","Richard",1957,0,"Ü",7319,35,"19",0,"ZH",58,35
"nr5432","Györffy","Viktor",1968,0,"GPS",3858,1,"20",0,"ZH",47,35
"nr5442","Wolf-Miranda","Catalina",1977,1,"GPS",3303,2,"20",0,"ZH",38,35
"nr5452","Kurtulmus","Muammer",1964,0,"GPS",3331,3,"20",0,"ZH",51,35
"nr5462","Pokerschnig","Jasmin",1962,1,"GPS",2510,4,"20",0,"ZH",53,35
"nr5472","Dinçer","Ersin",1995,0,"GPS",1905,5,"20",0,"ZH",20,35
"nr5482","Zochniak Hösli","Grazyna",1970,1,"GPS",1907,6,"20",0,"ZH",45,35
"nr5492","Abele","Martin",1963,0,"GPS",2330,7,"20",0,"ZH",52,35
"nr5502","Kopper Kiechl","Enid",1946,1,"GPS",1566,8,"20",0,"ZH",69,35
"nr5515","Calvo Salgado","Luis Manuel",1965,0,"GPS",1984,9,"20",0,"ZH",50,35
"nr5522","Güler","Hatice Gülsen",1972,1,"GPS",2011,10,"20",0,"ZH",43,35
"nr5532","Smayra-Notz","Walid",1966,0,"GPS",1691,11,"20",0,"ZH",49,35
"nr5542","Merz","Mine",1952,1,"GPS",1749,12,"20",0,"ZH",63,35
"nr5552","Malapati","Samuel",1984,0,"GPS",1826,13,"20",0,"ZH",31,35
"nr5562","Virag Jansen","Eva",1959,1,"GPS",2270,14,"20",0,"ZH",56,35
"nr5572","Kisker","Henrich",1955,0,"GPS",2008,15,"20",0,"ZH",60,35
"nr5582","Hug","Judith",1952,1,"GPS",1762,16,"20",0,"ZH",63,35
"nr5592","Pavone","Francisco (Franco)",1970,0,"GPS",1986,17,"20",0,"ZH",45,35
"nr5602","Çetinkaya","Ne&#351;e",1967,1,"GPS",938,18,"20",0,"ZH",48,35
"nr5615","Burtscher","Nadine",1994,1,"EVP",3601,1,"21",0,"ZH",21,35
"nr5622","Pfeffer","Renato",1985,0,"EVP",1695,2,"21",0,"ZH",30,35
"nr5632","Woodhatch","Tania",1980,1,"EVP",1875,3,"21",0,"ZH",35,35
"nr5642","Erb","Stefan (Jim Bob)",1985,0,"EVP",1521,4,"21",0,"ZH",30,35
